age,income,employment_length,credit_score,num_credit_lines,credit_utilization,debt_to_income,total_debt,savings,loan_amount,loan_term,num_late_payments,num_bankruptcies,inquiries_last_6m,employment_status,home_ownership,loan_purpose,monthly_payment,payment_to_income,default
47,36290,3,589,2,0.23278588086512902,0.2520823711972731,15453,6098,6794,12,2,0,1,employed,mortgage,debt_consolidation,594,0.19641774593551942,0
30,57520,1,850,3,0.15034660472137829,0.3612378623906861,45872,13170,18008,60,3,0,1,unemployed,mortgage,credit_card,315,0.06571627260083449,0
47,22103,1,801,2,0.3319797054907192,0.18802428085938283,200000,1817,37914,36,1,0,2,employed,rent,other,1105,0.5999185630909831,0
49,61098,1,728,4,0.15962923513222171,0.3823096672934226,38302,1132,12040,12,3,0,2,employed,rent,medical,1053,0.20681528036924285,0
34,48541,6,685,4,0.3122658397800824,0.2171611027519536,38155,16946,14634,60,1,0,2,employed,mortgage,credit_card,256,0.06328670608351702,0
46,64617,10,663,5,0.4488795940904336,0.6925246874236849,68240,43678,54867,60,1,0,0,employed,own,credit_card,960,0.17828125725428293,1
45,54828,6,603,8,0.24167547141926018,0.31498320211889963,37528,7196,5817,48,0,0,2,employed,rent,home_improvement,127,0.027796016633836726,0
31,96961,1,686,6,0.15575661836575333,0.5915975371249916,9267,4080,30756,24,2,0,0,self_employed,own,home_improvement,1345,0.1664586792627964,0
49,52188,11,700,3,0.2546248531429317,0.3488735400555991,89843,10234,28271,24,5,0,3,self_employed,own,home_improvement,1236,0.28420326511841804,1
51,39549,7,580,5,0.3998739638024344,0.11426659362444344,7314,8806,24294,36,2,0,1,employed,rent,business,708,0.21482211939619206,1
57,52111,3,706,6,0.41633509366027566,0.10594761538617095,26018,11665,32998,48,3,0,1,employed,own,debt_consolidation,721,0.16603020475523403,0
57,64321,7,667,3,0.4126013301391979,0.24074698344510648,95410,182,16259,24,3,0,3,self_employed,own,medical,711,0.13264719143048148,0
28,50233,2,527,8,0.22230386035669425,0.44496019624151073,27303,1630,8883,12,0,0,3,employed,other,debt_consolidation,777,0.18561503394183107,1
33,50025,2,611,8,0.20210554573368733,0.17909377556828074,20848,2280,28744,36,2,0,1,employed,own,credit_card,838,0.20101949025487256,0
51,34509,17,646,5,0.4699687185920182,0.06525378915135552,73380,10160,29524,48,3,0,1,employed,own,medical,645,0.22428931583065287,0
51,35191,2,831,4,0.3039231524760021,0.6054696532348073,18381,10708,28961,12,2,0,1,unemployed,rent,credit_card,2534,0.8640845670768094,1
51,24311,4,724,2,0.3941774589734196,0.09764614422818685,13659,21041,13782,24,1,0,1,employed,mortgage,debt_consolidation,602,0.29714943852577025,0
75,117569,15,573,6,0.5975943525180516,0.2586434995268425,45234,11924,8092,24,1,0,2,unemployed,own,debt_consolidation,354,0.03613197356446002,0
51,26319,8,718,5,0.18642650327975874,0.2460130428997333,31371,1151,15274,24,2,0,3,employed,rent,home_improvement,668,0.3045708423572324,0
58,34667,0,556,6,0.5153807611424077,0.04922538124617131,13427,71005,25836,24,0,0,3,employed,mortgage,debt_consolidation,1130,0.3911500850953356,1
56,34227,1,766,7,0.05618909073111791,0.3646355484271209,60449,54604,27365,60,1,0,1,self_employed,mortgage,credit_card,478,0.16758699272504163,0
52,76685,0,642,3,0.471509615372814,0.16134849199931245,52658,1227,9889,36,0,0,4,employed,rent,credit_card,288,0.04506748386255461,0
41,42299,6,672,9,0.38797144093509983,0.09874747475083866,27233,13347,16659,36,0,0,3,employed,rent,business,485,0.1375919052459869,0
54,91479,4,786,2,0.3259027728997422,0.6778840304774143,28765,3317,5344,24,2,0,2,employed,mortgage,debt_consolidation,233,0.03056439182763257,0
35,35005,1,577,0,0.5366213216088783,0.4741981953561811,52908,9979,26621,36,3,0,2,employed,mortgage,home_improvement,776,0.2660191401228396,1
42,56358,22,568,6,0.36547898967661085,0.2456533766590818,94116,39338,7720,12,4,0,4,employed,rent,credit_card,675,0.14372404982433729,0
39,32283,5,633,4,0.25834667198728,0.6226141161062048,28962,100000,23148,12,3,0,4,self_employed,mortgage,home_improvement,2025,0.7527181488709228,1
45,143282,1,763,6,0.1851022572192372,0.09117191219463971,61313,25007,5975,36,0,0,0,self_employed,rent,debt_consolidation,174,0.014572660906464176,0
72,27070,4,558,4,0.07159692236894764,0.2144379099068057,57077,12611,27501,24,2,0,4,retired,rent,home_improvement,1203,0.5332840783154784,0
22,57234,7,453,5,0.2837349767764871,0.2966931452587947,73382,4867,16735,48,2,0,2,self_employed,rent,home_improvement,366,0.0767376035223818,1
53,67298,0,643,2,0.030396540925930988,0.4255518257439662,37475,10648,7731,24,3,0,2,self_employed,mortgage,debt_consolidation,338,0.06026925020060032,0
25,60288,2,724,5,0.392907840947582,0.3182140305446056,17503,62296,21675,60,1,0,2,self_employed,mortgage,business,379,0.07543789808917198,0
39,44683,11,776,4,0.11876468132124471,0.20829266163127433,25084,7577,8837,48,1,0,1,unemployed,rent,medical,193,0.0518317928518676,0
58,45939,4,642,3,0.3784880951192475,0.0666250575092864,47776,2144,22577,60,1,0,2,employed,rent,debt_consolidation,395,0.10318030431659374,0
45,50106,5,647,5,0.24543220114118885,0.2677183101965148,155557,713,11027,36,1,0,1,employed,mortgage,home_improvement,321,0.0768770207160819,0
32,45546,3,772,3,0.4652470733023034,0.1379065758315013,24656,17493,4004,60,2,0,1,self_employed,mortgage,home_improvement,70,0.018442892899486234,0
36,79375,0,530,3,0.0766092694240153,0.09739606093127037,69135,11742,6716,36,2,0,2,employed,own,debt_consolidation,195,0.02948031496062992,0
53,148043,1,648,4,0.22412089292740175,0.2985284239173358,27932,3075,9884,60,1,0,0,unemployed,own,credit_card,172,0.013941895260160899,0
36,37095,4,695,8,0.3107622581436636,0.2614264534575827,39670,37760,34812,48,2,0,2,employed,rent,other,761,0.2461787302871007,0
47,24713,1,715,5,0.20752717906493065,0.17544449206161572,122066,4304,25104,60,1,0,4,employed,mortgage,home_improvement,439,0.2131671589851495,0
45,46904,0,639,4,0.22279424621920296,0.5603909610116199,66932,6621,41635,24,1,0,2,self_employed,mortgage,medical,1821,0.46588777076581955,1
37,178056,12,682,4,0.38059583744855513,0.31565874497996604,13453,7903,42512,36,1,0,1,employed,mortgage,home_improvement,1239,0.08350181965224424,0
70,32799,27,480,4,0.12725747782556587,0.0853661356202193,22971,4786,9188,12,0,1,1,retired,mortgage,debt_consolidation,803,0.29378944480014635,1
52,111252,11,627,4,0.19940635350034852,0.21163020881789157,99208,11542,11708,60,1,0,3,retired,rent,debt_consolidation,204,0.022004098802718152,0
20,113419,13,716,7,0.5115197253188626,0.5901712743731661,40680,45582,10017,36,1,0,1,self_employed,rent,home_improvement,292,0.03089429460672374,1
47,37168,1,601,8,0.2860141234154048,0.4428854225811574,14485,1460,8349,12,3,0,0,employed,mortgage,home_improvement,730,0.2356866121394748,1
37,65152,22,684,7,0.10028122412451781,0.7290190637993533,18860,16861,3681,36,1,0,1,employed,own,debt_consolidation,107,0.019707760314341845,0
55,110657,1,715,3,0.6673432176742484,0.3050694681212426,63754,10490,13222,36,2,0,4,employed,rent,home_improvement,385,0.04175063484460992,1
35,40555,21,652,6,0.21927688100727952,0.3239916578141213,80461,10205,5432,12,1,0,4,unemployed,rent,business,475,0.14054987054617188,0
43,44276,36,693,6,0.2587791683470191,0.20003598856420385,36837,29964,13043,12,0,0,4,employed,other,business,1141,0.3092420272834041,0
51,36649,8,602,4,0.6252497587976844,0.38160222066365024,200000,8724,58749,48,0,0,3,employed,rent,debt_consolidation,1285,0.42074817866790365,1
55,29514,27,663,6,0.0323531017045897,0.13816031726401595,70215,16652,9353,60,2,0,2,employed,own,debt_consolidation,163,0.06627363285220574,0
30,35431,5,728,9,0.2532519420143883,0.06221772956687346,29888,23713,15311,60,1,0,3,employed,mortgage,other,267,0.09042928508932856,0
40,26583,2,692,6,0.5969323207913994,0.38480064245604473,18909,3802,25201,36,1,0,3,unemployed,mortgage,medical,735,0.3317909942444419,1
39,49863,4,633,4,0.017082749259269087,0.5297099546730135,16648,12692,16255,24,1,0,2,employed,rent,credit_card,711,0.1711088382167138,1
37,33356,6,697,6,0.08003746781794412,0.12867936171210123,47492,5562,16395,24,1,0,1,employed,rent,business,717,0.25794459767358197,0
66,55099,0,737,7,0.28089936600992255,0.1689423735077224,24562,6640,10366,36,0,0,1,self_employed,mortgage,debt_consolidation,302,0.06577251855750559,0
49,22517,6,516,4,0.2973046893558898,0.3153849818260031,138551,4998,11358,48,1,0,2,self_employed,rent,debt_consolidation,248,0.13216680730115024,1
29,57840,27,772,3,0.14657918754870033,0.6085978594537127,117365,16425,6822,12,3,0,5,self_employed,mortgage,debt_consolidation,596,0.12365145228215768,1
56,74366,1,653,4,0.409463424195691,0.03564566376786221,60261,9158,24154,36,1,0,1,self_employed,rent,debt_consolidation,704,0.11360030121291988,0
70,20000,11,714,5,0.14181114095373745,0.08755653783832187,14140,14644,3947,60,3,0,2,employed,rent,medical,69,0.0414,0
57,59102,16,775,3,0.1325414391379613,0.3633124823886542,21209,7892,26364,24,1,0,1,employed,rent,home_improvement,1153,0.23410375283408344,0
26,90566,20,570,5,0.3444420881211604,0.326318155170276,99165,730,5001,24,3,0,1,retired,rent,debt_consolidation,218,0.02888501203542168,1
39,26773,22,623,3,0.21549284817730893,0.027053411415775937,23145,8493,26208,24,0,0,3,retired,other,business,1146,0.513651813394091,0
60,113129,5,656,5,0.14410535621579967,0.33742098822326383,89117,8913,10428,48,1,0,4,employed,mortgage,business,228,0.024184780206666725,1
36,60446,26,617,5,0.43585881208142346,0.22421654826398085,53086,11659,5640,60,1,1,1,self_employed,other,debt_consolidation,98,0.019455381662971907,1
50,34457,9,818,5,0.19235727673330574,0.13911705017057902,37849,3325,20040,48,1,0,1,retired,mortgage,home_improvement,438,0.1525379458455466,0
54,47672,1,611,6,0.10289932840027928,0.08831981174223481,20696,1348,25594,12,2,0,1,employed,rent,home_improvement,2239,0.5636012753817755,0
33,64806,4,635,6,0.19046577593329558,0.1966321472929779,33678,20679,9831,36,0,0,3,employed,rent,home_improvement,286,0.05295805943894084,0
44,50919,8,696,6,0.27819542521843876,0.31185845237355847,42265,5375,22124,36,0,0,1,self_employed,own,home_improvement,645,0.15200612737877806,0
18,64175,1,583,5,0.05274181703537225,0.2876526644100095,82953,10476,2698,24,0,0,0,retired,rent,debt_consolidation,118,0.022064666926373197,0
32,30935,7,648,7,0.33814675954201306,0.43943934567850823,17879,5312,5300,24,1,0,2,self_employed,own,credit_card,231,0.08960724098917085,1
41,53352,7,705,3,0.2626474034892767,0.1555360239276425,29429,8029,33013,12,1,0,3,self_employed,mortgage,business,2888,0.6495726495726496,0
30,24176,1,653,5,0.18958890944313442,0.2793581155568478,37641,4130,11423,48,2,0,0,employed,own,medical,249,0.12359364659166115,0
64,46369,5,672,7,0.41621714350597094,0.594753889789904,61706,1896,3628,60,4,0,4,employed,mortgage,debt_consolidation,63,0.016303996204360672,1
27,31196,10,637,2,0.1580536956136343,0.07771975376544941,17557,16491,8191,12,3,0,1,employed,mortgage,debt_consolidation,716,0.2754199256314912,0
39,33936,4,558,8,0.3061992848265834,0.25927309580127456,12666,3279,6999,36,1,0,2,retired,mortgage,medical,204,0.07213578500707214,1
46,90948,0,705,4,0.22100948926709416,0.23939782850266336,62266,10362,11894,36,0,0,0,employed,rent,credit_card,346,0.04565246074680037,0
62,84597,0,820,2,0.02758535551508797,0.24562946675118508,10782,14998,10305,48,1,0,4,employed,rent,credit_card,225,0.03191602539097131,0
27,66474,3,681,5,0.5369502213534969,0.14916653504269303,101517,3360,15142,12,4,0,3,retired,mortgage,credit_card,1324,0.23901074104161024,1
58,28391,18,698,5,0.062492074666717044,0.228274051183957,32056,1331,12725,60,0,0,2,employed,mortgage,credit_card,222,0.09383255256947624,0
45,41847,1,735,4,0.4966469211872037,0.5400853840631544,10529,100000,34607,12,0,0,2,self_employed,rent,credit_card,3028,0.8683059717542476,1
33,89908,7,578,6,0.5601778037479068,0.40695985202427143,24727,3671,17983,12,1,0,0,employed,other,home_improvement,1573,0.20994794679005205,1
50,52620,1,816,8,0.2559162953907526,0.5904955134372997,49182,20642,18404,48,0,0,0,employed,rent,debt_consolidation,402,0.09167616875712657,0
47,156320,2,696,4,0.3048426524874241,0.4428815420043864,23714,100000,30200,60,2,0,4,employed,rent,other,528,0.040532241555783007,0
37,59674,13,810,3,0.13318749124137827,0.24529560321229463,36902,26498,10176,36,4,0,1,retired,rent,medical,296,0.05952341053054932,0
45,53961,9,621,6,0.20887389125026448,0.2642058384641418,65648,5163,5523,24,4,0,4,employed,rent,medical,241,0.05359426252293323,1
40,42000,0,825,4,0.18025936663920775,0.5442898020526039,30891,7327,31097,60,1,0,2,self_employed,other,medical,544,0.15542857142857142,0
46,52405,3,742,2,0.0421555332226711,0.13409609593651864,17160,2324,14692,36,4,0,0,employed,rent,home_improvement,428,0.09800591546608148,0
52,45422,0,724,3,0.38663938988199875,0.20121072824396324,28590,30410,14728,48,0,0,0,employed,mortgage,debt_consolidation,322,0.08506890933908678,0
64,69846,4,698,1,0.32103352202411145,0.3253536887747457,112630,18947,8575,60,2,0,2,employed,own,debt_consolidation,150,0.025770981874409415,0
30,79090,7,660,9,0.2145847308629632,0.2165087424575855,139811,3745,8675,60,2,0,1,unemployed,other,debt_consolidation,151,0.022910608167909977,0
70,33090,0,776,5,0.18184410502783432,0.2823162474382105,7216,1697,24166,36,3,0,2,employed,mortgage,credit_card,704,0.25530371713508615,0
21,25194,2,691,3,0.2864000119952676,0.18655511540000144,86926,1116,26615,36,1,0,1,employed,rent,credit_card,776,0.36961181233627055,0
43,20000,3,522,4,0.38290839390414705,0.23483861202321338,44361,35588,23125,12,2,1,3,self_employed,rent,other,2023,1.0,1
52,63195,17,590,3,0.42488256705170063,0.09563158849823909,76053,9706,23273,12,4,0,1,employed,rent,credit_card,2036,0.38661286494184666,1
48,28234,34,665,4,0.4853284534068068,0.21685698793491937,23379,11186,19896,60,1,0,2,employed,mortgage,credit_card,348,0.14790677906070696,0
37,20000,0,704,6,0.08975684956749921,0.27650280011814227,8825,2358,14648,24,2,0,2,employed,rent,home_improvement,640,0.384,0
42,59533,10,675,4,0.40912725852203496,0.21860029102152684,57964,902,11816,48,0,0,2,self_employed,mortgage,debt_consolidation,258,0.052004770463440445,0
39,170501,3,777,2,0.200814187509053,0.13683095672164194,17106,34334,31170,36,3,0,1,employed,mortgage,medical,909,0.06397616436267237,0
37,48872,3,523,6,0.4715400198652694,0.24396645126190453,11960,8630,10284,12,2,0,1,unemployed,other,credit_card,899,0.22073989196267801,1
55,74551,9,691,3,0.15660116849193792,0.15577639367902352,12648,31598,17309,48,1,0,3,employed,rent,debt_consolidation,378,0.06084425426888975,0
49,51068,17,534,6,0.10176325124539166,0.11703908100184608,58731,4541,7609,60,2,0,2,employed,own,medical,133,0.0312524477167698,0
36,46655,21,740,2,0.1449859368713775,0.3753541366560025,40601,5680,8421,36,4,0,2,self_employed,own,home_improvement,245,0.06301575393848462,0
55,77616,6,672,8,0.43830664665505964,0.07913673611575166,67912,23622,11324,36,1,0,3,employed,rent,credit_card,330,0.05102040816326531,0
48,42398,3,713,3,0.114183958024522,0.2049433720840506,62022,24307,7610,12,0,0,1,unemployed,own,home_improvement,665,0.18821642530308033,0
54,56033,10,610,6,0.04809606642893039,0.2880399236498382,25932,26805,23353,24,0,0,3,employed,mortgage,home_improvement,1021,0.21865686292006495,0
52,57575,2,782,4,0.5346623713304456,0.3453302338960554,34324,5204,5199,36,1,0,1,employed,rent,debt_consolidation,151,0.03147199305254016,0
35,35099,5,763,5,0.12048826447551492,0.6832384179497308,24121,20370,14320,24,1,0,1,employed,rent,medical,626,0.21402319154391863,0
38,80500,3,726,6,0.46400900951908086,0.34392920834645974,30691,42772,14658,48,1,0,2,employed,rent,other,320,0.04770186335403727,0
53,44914,7,669,1,0.47940115122205756,0.07723715091943512,16750,6924,3761,36,1,0,1,employed,mortgage,home_improvement,109,0.02912232266108563,0
52,33594,1,726,5,0.09171733168201547,0.3694480893719383,49631,3750,9811,36,0,0,3,employed,mortgage,home_improvement,286,0.10216110019646366,0
44,64103,1,623,7,0.30285496158509334,0.45219654322566516,85827,60725,15978,24,1,0,1,employed,mortgage,medical,699,0.1308519102070106,0
46,31280,17,748,6,0.24349246828773033,0.2692673529484156,18896,3036,18035,12,2,0,2,employed,rent,credit_card,1578,0.6053708439897698,1
60,49716,0,811,6,0.22360518615635777,0.22575802555031912,101216,20831,11579,60,1,0,1,employed,other,other,202,0.04875693941588221,0
37,48797,4,765,7,0.7914225730120392,0.27798842947951397,39767,7423,21457,48,2,0,1,employed,other,home_improvement,469,0.11533495911633912,1
51,84368,1,621,4,0.4434723591758304,0.3556309879235232,44040,511,12375,36,1,0,3,employed,mortgage,credit_card,360,0.05120424805613503,0
42,62152,0,708,3,0.17340115317151167,0.4174029017923686,9325,44041,13488,12,3,0,4,employed,mortgage,home_improvement,1180,0.22782854936285235,1
42,48411,0,576,8,0.546915044406286,0.26175299523724505,8554,129,15933,36,1,0,2,employed,mortgage,credit_card,464,0.11501518249984508,0
58,73782,1,725,4,0.3877569484568002,0.390195531658329,40753,413,25562,48,0,0,3,self_employed,mortgage,debt_consolidation,559,0.09091648369521022,0
54,98233,14,716,5,0.307895717044159,0.06961778368215081,68308,17872,8324,60,2,0,3,self_employed,own,business,145,0.017712988506917226,0
54,64789,2,530,5,0.007263757171461416,0.17383438681653002,21224,17865,9501,36,2,1,2,employed,own,home_improvement,277,0.05130500547932519,1
60,49275,21,587,3,0.1382591955456103,0.18607011017981911,138147,3113,8364,24,1,0,2,employed,mortgage,business,365,0.08888888888888889,0
45,25440,6,657,9,0.24306895106676718,0.0916689580156804,65378,10114,10587,12,2,1,3,employed,mortgage,debt_consolidation,926,0.4367924528301887,1
53,28780,4,655,8,0.15654616733559126,0.28193205800799226,17559,181,36256,60,3,0,2,unemployed,mortgage,credit_card,634,0.26435024322446143,0
41,42082,6,583,6,0.08897941878799755,0.3333141108992758,37222,23399,19948,36,2,0,1,employed,mortgage,business,581,0.1656765362862982,0
48,36143,5,711,3,0.389342704647652,0.5198424886831704,200000,11785,6052,60,2,0,6,employed,own,other,105,0.03486152228647318,1
43,44645,9,700,5,0.18090948105377258,0.2655245199479473,13439,7566,8775,24,2,0,2,employed,rent,medical,383,0.10294545861798633,0
46,50429,2,664,5,0.5882787494104206,0.3705530018402642,55415,8360,17342,36,1,0,2,unemployed,rent,medical,505,0.12016895040552063,1
52,63885,3,619,5,0.26197895080252603,0.36403679602059164,28051,16981,7082,60,0,0,1,self_employed,rent,debt_consolidation,123,0.023104015027001643,0
35,47322,15,763,3,0.2242030494700105,0.2228559989076974,63928,7759,8040,36,1,0,0,employed,mortgage,business,234,0.05933815138836059,0
70,62520,20,812,7,0.350996683752917,0.3156678806224363,100089,487,34251,36,2,0,2,employed,mortgage,debt_consolidation,998,0.19155470249520154,0
32,50626,15,641,3,0.29128944130153267,0.13493334705286117,26662,100000,8696,60,2,0,2,unemployed,mortgage,debt_consolidation,152,0.03602891794729981,0
30,20000,3,631,0,0.631173221276803,0.4832251209799644,88887,49079,26062,36,0,0,2,employed,rent,debt_consolidation,760,0.456,1
58,30648,10,719,6,0.20354163130636244,0.5272330828810553,200000,1179,32167,24,2,0,2,employed,own,medical,1407,0.5509005481597494,1
54,45613,4,651,6,0.2159979620249407,0.3418123428694055,38292,4828,7995,60,2,0,1,self_employed,rent,debt_consolidation,139,0.03656852213184838,0
52,26773,4,668,4,0.2606677378364492,0.35713969088135883,68044,5687,7165,60,3,0,7,employed,mortgage,debt_consolidation,125,0.056026593956598064,1
52,66168,1,739,5,0.35509727055029433,0.12034730581881191,22643,40875,11011,24,2,0,4,employed,rent,debt_consolidation,481,0.08723249909321726,0
44,105384,6,527,9,0.18631706801907033,0.4416641207214477,36879,317,6235,24,2,0,3,employed,mortgage,home_improvement,272,0.030972443634707355,1
34,90163,1,785,5,0.23215525781562976,0.22064778020135895,31528,3833,14540,24,0,0,4,unemployed,mortgage,medical,636,0.08464669542938899,0
45,44058,2,685,4,0.36867580729451793,0.3816198897809455,68703,577,11568,36,2,0,2,employed,mortgage,credit_card,337,0.09178809750783058,0
36,103296,13,647,3,0.11418207608876486,0.2304454190745533,95200,5283,17195,36,2,0,2,self_employed,rent,credit_card,501,0.05820167286245353,0
56,52803,1,672,6,0.4956278575478545,0.28619005882513765,33265,3988,35520,48,0,0,0,employed,own,debt_consolidation,777,0.17658087608658599,0
43,41417,0,676,2,0.27926987108559614,0.2670195288088587,123858,9132,23676,36,2,0,5,unemployed,rent,debt_consolidation,690,0.19991790810536736,1
35,36072,0,541,6,0.10740830137964005,0.11463311989481231,123505,3270,18816,24,2,0,1,unemployed,mortgage,debt_consolidation,823,0.2737857618097139,0
41,42140,19,799,6,0.2012819326079119,0.568850569677509,71502,2626,3373,48,0,0,3,employed,mortgage,credit_card,73,0.020787850023730424,0
49,40372,4,683,6,0.39199818346920723,0.26973230049901636,24032,20526,18221,24,2,0,3,employed,mortgage,home_improvement,797,0.23689685920935302,0
38,53380,3,715,5,0.11459161428395008,0.4083479036832517,22259,16026,44615,12,0,0,1,employed,mortgage,debt_consolidation,3903,0.87740726863994,0
35,53118,11,756,3,0.2675486403248756,0.3242820099808756,18960,18529,1623,60,1,1,0,self_employed,mortgage,business,28,0.006325539365186942,1
47,49095,12,598,4,0.09843169945417332,0.0921936800478581,77600,6214,21645,12,1,0,1,employed,rent,other,1893,0.4626947754353804,0
47,60990,2,717,4,0.04991888613218734,0.06389827342743251,13774,3437,11949,24,2,0,0,self_employed,mortgage,debt_consolidation,522,0.10270536153467781,0
38,88904,8,658,5,0.22569289164655393,0.03733690354295178,62409,6779,7369,36,3,0,2,employed,own,debt_consolidation,214,0.02888508953477909,0
39,78808,10,747,4,0.07220768136718331,0.15559719433777164,15292,17184,23406,60,2,0,0,employed,rent,business,409,0.06227794132575373,0
47,23331,7,509,4,0.4034507328608111,0.19688751338235413,70181,309,44213,36,3,0,0,self_employed,mortgage,debt_consolidation,1289,0.662980583772663,1
27,20000,1,672,5,0.08552324103808055,0.20159352280402296,36819,14634,22986,36,0,0,3,employed,mortgage,credit_card,670,0.402,0
28,78210,14,631,5,0.5276420666290272,0.4247626822087775,105546,12883,10302,60,2,1,2,employed,rent,credit_card,180,0.02761795166858458,1
36,24749,5,714,5,0.5737700878871005,0.2073449463506079,90505,8894,6902,60,1,0,2,retired,rent,medical,120,0.05818416905733565,0
42,43809,2,717,7,0.11365311988711943,0.033132430140270806,114468,6477,14783,12,0,0,2,employed,mortgage,home_improvement,1293,0.3541737999041293,0
48,27308,3,623,3,0.10647411080764439,0.18598382754080975,116851,172,24617,24,2,0,3,unemployed,own,debt_consolidation,1076,0.47282847517211074,0
62,20000,0,623,2,0.2742113886057109,0.03768662687677207,40737,4189,10188,36,2,0,1,self_employed,mortgage,debt_consolidation,297,0.1782,0
55,64262,0,671,4,0.32938066856687037,0.41296013662530745,14370,100000,10902,24,3,0,2,self_employed,own,debt_consolidation,476,0.0888861224362765,0
43,71652,10,608,4,0.19690408189431718,0.6754313090337782,15646,8261,96317,24,1,0,0,employed,mortgage,credit_card,4213,0.7055769552838721,1
44,36744,0,747,6,0.43640676155339453,0.2935369658814276,6839,5110,28425,48,1,0,0,employed,rent,credit_card,621,0.20280862181580667,0
32,20000,3,650,3,0.12108326863623996,0.393245576265178,15261,8311,29884,12,1,0,5,employed,rent,business,2614,1.0,1
44,37304,5,447,5,0.15645745314117906,0.1794876359124095,38371,13796,4806,36,2,0,2,employed,rent,credit_card,140,0.04503538494531418,1
41,59629,0,650,5,0.443811330085629,0.24764326134938447,23208,21768,8143,60,1,0,1,retired,mortgage,credit_card,142,0.0285766992570729,1
48,23401,25,596,5,0.1410699842130818,0.18641296888236875,31441,5748,14076,60,1,0,1,employed,mortgage,credit_card,246,0.12614845519422246,0
35,53727,1,549,5,0.2945384009138923,0.624656972520562,53861,15327,6628,24,0,0,0,employed,rent,debt_consolidation,289,0.06454855100787314,1
51,48646,2,581,3,0.17864919484986505,0.337603562709081,28474,100000,40957,12,1,0,2,employed,own,other,3583,0.8838547876495498,1
63,65489,2,688,10,0.25841635973423416,0.02879296831938231,14802,36657,35854,12,2,0,1,employed,rent,debt_consolidation,3137,0.5748140909160318,0
43,52041,1,786,5,0.7417286179171847,0.21852111661752877,34801,100000,9195,36,1,0,1,employed,mortgage,debt_consolidation,268,0.06179742895025076,0
49,30135,0,705,4,0.16620614485697088,0.2476224459368273,17698,3025,46571,36,3,0,4,employed,mortgage,debt_consolidation,1358,0.5407665505226481,1
53,89168,9,631,4,0.39598299737119735,0.3445137807943357,29242,100000,13320,24,1,0,2,self_employed,rent,credit_card,582,0.07832406244392608,0
40,45285,23,716,7,0.19193068422531584,0.2676906446227921,106321,2474,81844,24,3,0,1,employed,mortgage,medical,3580,0.9486584961907917,1
47,48356,1,643,3,0.565228117518852,0.24133425960329236,29248,13771,14783,24,2,0,1,employed,mortgage,debt_consolidation,646,0.16031102655306476,1
45,30741,7,624,6,0.2053864616227934,0.3324456101653984,149756,24311,19996,48,0,0,1,employed,rent,credit_card,437,0.17058651312579293,0
46,39275,9,587,2,0.39410998242031847,0.34915802425400166,114154,3766,35594,12,2,0,3,employed,rent,debt_consolidation,3114,0.9514449395289625,1
35,31495,13,539,4,0.073924804364542,0.343395616152479,22846,9246,32674,24,0,0,3,employed,mortgage,business,1429,0.5444673757739323,1
45,44959,3,648,4,0.22032996958202514,0.33596836823938125,14929,31751,19101,12,2,0,0,retired,mortgage,home_improvement,1671,0.44600636135145355,1
50,115364,2,692,4,0.44309092290139174,0.09519440258348992,34820,2792,12102,60,5,0,2,employed,rent,home_improvement,211,0.021947921361950003,0
62,24687,2,672,8,0.5361623473597367,0.40637359015695035,91369,99118,19146,60,1,0,2,employed,mortgage,credit_card,335,0.16283874103779317,0
56,21877,8,646,5,0.25709791500658924,0.24721130257816246,24534,1015,7545,12,1,0,1,retired,own,medical,660,0.3620240435160214,1
70,102291,11,604,8,0.2790049178600554,0.35686582698779956,75092,100000,14860,60,1,0,1,self_employed,mortgage,credit_card,260,0.030501217115875296,0
35,44149,1,728,5,0.2621672892208705,0.2658512328764058,95487,36387,6145,60,0,0,0,employed,mortgage,credit_card,107,0.02908333144578586,0
55,35082,3,574,7,0.4352457603472743,0.32525185482969493,19550,7082,3840,60,0,0,0,employed,rent,home_improvement,67,0.022917735590901316,0
47,82450,16,742,8,0.3194680593685647,0.39325703245967536,21145,4429,13839,36,3,0,2,unemployed,rent,credit_card,403,0.058653729533050335,0
71,36213,11,599,3,0.26115527604796196,0.09097933371071557,64223,3787,32324,36,1,0,3,employed,mortgage,debt_consolidation,942,0.3121530941926932,0
35,122149,29,619,4,0.2846226510378223,0.18892842500996682,41006,6609,25541,12,0,0,1,employed,mortgage,credit_card,2234,0.21946966409876462,0
34,68800,9,562,6,0.33130660885440266,0.1642863153350331,20976,7534,12615,12,0,0,2,employed,mortgage,debt_consolidation,1103,0.19238372093023257,0
37,38408,3,639,4,0.22915594185139604,0.051200119477250915,27398,53254,45382,48,3,0,2,employed,rent,credit_card,992,0.30993543011872526,0
19,144156,6,758,4,0.1481296596096642,0.31954166154629954,34323,100000,8970,36,0,0,2,employed,mortgage,home_improvement,261,0.02172646299841838,0
38,36211,7,721,6,0.32590437123437443,0.08329361212845056,10384,10927,3489,12,2,0,1,employed,rent,debt_consolidation,305,0.10107425920300461,0
35,71043,0,758,2,0.40661985862427047,0.579476039583109,67004,2279,2900,36,4,0,3,employed,rent,home_improvement,84,0.01418859000886787,1
46,56933,5,721,4,0.2405867530959992,0.6208996638707637,24761,3573,5843,48,0,0,0,self_employed,rent,medical,127,0.026768306606010574,1
